Date,Link,Message
2017-04-22 22:25:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6261139069011529728,"Andrew Bourne every job has a person specification that can't be determined my the cover letter, only the CV except in rare cases where the writing skills/ understanding of the role is a major KPI of the Job. In which case the person's CV/ profile will be the final decider"
2017-04-22 21:10:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6260590973684838400,"Happy ""competent"" worker"
2017-04-21 20:08:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6261139069011529728,"You aren't the only one, it jus make sense to focus on what matters, except for an entry level role, the cover letter can't tell you if there is a fit between a candidate and the job, only the CV does. And you don't want to shortlist an unsuitable candidate because of a good cover letter."
2017-02-16 19:48:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6237363896399732736,I believe you!!!
2017-02-08 18:56:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6235099370052681728,"1. Because training is an intangible asset. 

2. Many training program isn't need or performance gap based, a one size fit all approach is usually adopted.  No clearly defined objectives and parameters to measure attainment of same.

3. Many organizations reduces L & D to only training . 

4. Many L & D specialist have been unable to demonstrate how L  & D intervention has/could affect bottom line of  positively,  i.e no quantifiable return on investment on L & D cost."
2016-11-28 18:46:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6209049541027598336,Says a lot about HR's inability to take responsibilities for their actions and decisions
2016-11-09 15:44:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6202037032160686080,This is the Prime Minister of a country that doesn't practice Western Democracy preaching Tolerance. 
2016-09-28 12:00:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8977125361179488717,"Boss, I trust any comment from you will be engaging and thought provoking.  My write up wasn't about HR justifying its importance to human existence in general, rather, like every other profession, to justify its relevance and impact to the business in financial terms. 

Secondly, I don’t think being more business oriented than people-oriented has defeated the purpose of HR as a profession, instead the purpose of HR revolved to a more challenging one to suit prevailing business realities. I mentioned in my article that the business is reason why both HR professionals and other people are in employment, hence, any people-related decision or policy should make business sense.

"
2016-09-02 15:55:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8609418861263460002,This is about the bravest man I have heard about. Everything he does are risky adventure. Glad he is Alive.
2016-08-11 05:41:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6169135293061480448,"Can you use attitude to fill vacant positions with suitable candidates when you have no knowledge of recruitment? Attitude is very important, it's not everything."
2016-08-10 20:04:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6169127265515896832,You can grow without the help of your boss.
2016-08-03 18:35:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6166593156239355904,Like a boss!
2016-08-02 17:00:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6166188614402207745,So good attitude can cover up for incompetency?
2016-06-27 22:14:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6152211396399497216,Funny
2016-06-20 17:03:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6148794190231797760,"Jimi Akinleye Thank you for the blunt feedback. We recognize that in-house and we taking frantic steps to make people see that we a highly structured, and professionally run company and one to any career oriented professional would want to join."
2016-06-20 08:35:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6148794190231797760,"Yes, The place; the Restaurant (not food joint) that has one of its outlet at Lekki. Smiles
"
2016-05-24 09:44:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6140609653723144192,"I agree with you that they are at the receiving end of the poor educational and economic/industrial system. Hence you may be right to label them victims. 

However, victims will only remain victims if they refuse to overpower or outsmart their oppressors however long they have been victimized. 

That explains why from this group of victimized people, we have victors and champions.
"
2016-04-19 10:33:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6127862332619001856,CC  https://ng.linkedin.com/in/segun-olunuga-ccna-56572aa0 
2016-03-28 11:42:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8021988794839401075,"Mr Ademola Ogunbanjo, with due respect; two wrong makes no right. "
2016-03-14 15:10:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8470622319118773203,"You wonder why we have so many folks dabbling into HR? that's because the standard of HR has been lowered by HR personnel themselves to suit just anybody. HR in its revolving sense has larger roles to play in business goal and button line result. If you ask many HR personnel to ""Quantify""  (using verifiable data), their relevance to their organisation, either in comparison to other department or in isolation, they would most likely have little to say. 

If HR personnel can't defend their own relevance to an organisation in the language employers understand (Data & Numbers) nobody will do that for them - and for that Bosun Bankole MBA, ACIPM. got it spot on: HR folks Should Beware!"
2016-03-10 13:31:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6112953640450822144,"I don't agree with you. Some people are introverted and would want to reveal as little as possible about their career on social media, that does not make them less of a professional. It might be fallacious to access candidates based on their Linkedin profiles alone."
2016-01-14 13:40:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A7822912479777107549,"This is a nice write up.

I am at a loss on how summarize my story with regards to internet. 

For Linkedin; a platform many of my ally (Fresh Graduates) refused to join because they felt it is meant for only professionals, gave me my first job shortly after joining and has set me on a career path of my dream. 

Some of the information and knowledge I have acquired on Linkedin are ones i may not acquire in a two years professional experience. 

Most Importantly for me and i quote you ""It (Linkedin) allows me to see what my old colleagues are up in their careers"" I get mentor-ship from older colleagues even without their notice just by seeing their career summary & movement, academic background & qualification, job descriptions & achievement amongst other things. This gives me a clearer picture of where i am headed and reinforces my desire to achieve much more than they did."
2015-09-21 14:07:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6050251305430106112,"To answer your question, in that case, i will hold the maintenance agency responsible.

I will also ask you a question that drives me closer to my point. Who would you hold responsible if a moving car splashes dirty rain water on you? The driver of the car or road Maintenance Agency? I can imagine what your answer will be.

My point is this: aside bad road which is beyond the control of car owners, there are other factors that makes a car road unworthy that are within the control of car owner.

I am therefore saying that all road unworthy cars should not use the excuse of bad road as a justification to operate.

"
2015-09-18 10:16:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6050251305430106112,Two wrongs makes no right!
2015-09-18 09:55:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A9195457111661826421,"Thanks a lot for sharing this, this is what HR should be and that is where it is going to."
2015-09-11 16:02:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6048009030981472256,Happy Belated Birthday
2015-09-03 10:18:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8901783290825251652,Lovely and insightful write-up.
2015-09-03 10:17:36,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2642255-6045104875862265856,"I don't think it is professional for a recruiter to request for payslip to verify last erarnings. Aside been a breach of confidentiality, it shows poor judgement on the side of the recruiter, recruiters should be able to decipher the relative worth of candidates and salaries should be based on value they can add not what they earn in their previous place of work."
2015-08-18 08:22:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6038981106735337472,"@ADEDOTUN ADEYELU We graze on the same idea. Ideally, candidates should receive feedback on outcomes of their assessment, but for obvious reasons; that is not the case in Nigeria. CIPM as a matter of urgency should update their curriculum to include and  emphasize the importance of feedback to unsuccessful candidates."
2015-08-12 17:21:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A7788342945990296398,"For me, I would easily take Agriculture because we have the natural capability to be one of the largest producer of agricultural product in the world, all we need to do is put some infrastructure in place and we are good to go."
2015-08-11 11:22:51,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2642255-6035176421574344708,"@all, thank you for your intellectual contribution. @Olajumoke and Olufunke, It is possible my opinion is shaped by my current status (Single) lol, I will wait to see if I would have a contrary opinion when I experience fatherhood. "
2015-08-09 22:14:34,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2642255-6035176421574344708,"@Anu, well, I am actually single (you would say no wonder right?) but that is not the reason for my opinion. I believe aside from staying with their wives when in labour and eventually delivers, men don't really do anything of note going forward, most often than not, men will see this period as an opportunity to rest rather than to support their wives, most will leave their wives to do all the chores, babysitting and what have you. Besides, Women are more knowledgeable in taking care of babies, the presence of a man makes little impact - My opinion."
2015-08-07 11:34:37,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2642255-6035176421574344708,"Thank you all for your contribution. I am on the same page with Deji; paternity leave should not be cast on stone, staff should request for it if they deem it necessary, and it should not exceed 5 days, except for special cases. 3 weeks to me is needless."
2015-08-02 00:33:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6031790532814995460,"That is a very wrong assertion, I thinks it's the exact opposite. The dynamic business environment gives no room for rigidity, not having a back up plan is the beginning of failure."
2015-07-07 14:17:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6023553682149244928,Congrats Sir!!! Greater Height
2015-06-06 13:43:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6012283428433596417,Congrats!
2015-06-06 13:43:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6011121886732259328,Congrats!
2015-02-04 13:51:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5968728887763435520,Congrats

2015-02-03 17:27:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5968090220975923201,Congrats bro

2015-01-26 16:45:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5965120795863707648,Congrats
2015-01-09 09:38:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5958301738321616896,"Congrats, greater height 
"
2015-01-09 09:37:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5958531921112764416,Congrats
2015-01-08 16:05:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5958929422928084992,"Speak to us at FOSAD CONSULTING LTD. We specialize in background (References, Criminal, Certificates etc) checks. For further infomation contact ddaramola@fosadconsulting.com or call 07088609858. We are fast and accurate."
2015-01-05 12:10:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A7868218123000693372,"A very realistic write up, need i say that very many people especially in Nigeria faces several ""Job satisfaction"" related problem.   

I will explain by using this quote ""The two most important days in your life are the day you are born and the day you find out why"" -Mark Twain.

Everybody has a talent, unique purpose and a calling, it is sometimes difficult to decipher this purpose but i have found out from the track record of great people that the only way to be SUSTAINABLY fulfilled and satisfied is to discover your purpose, engage in and build a career around it, money and other material benefits in your job will only bring satisfaction that can't stand the test of time. That is, it might be difficult if not impossible to get more from your job if that job isn't aligned with your purpose.  

I suggest the best solution is to discover your purpose, which will help you to redefine your career path, Ask yourself this basic question:  

1. What do i enjoy doing? 
2. What do i do without getting tired? 
3. What are the things i can do even without getting a pay? 
4. What do i do so well that everybody commends?  

However, in the process of changing your current job or career for a career that is aligned to your purpose or interest you might not get the expected financial incentive at first, (passion drives you during this period) but eventually money will come."
2015-01-05 11:37:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A7868218123000693372,"A very realistic write up, need i say that very many people especially in Nigeria faces several  ""Job satisfaction"" related problem. 

I will explain by using this quote  ""The two most important days in your life are the day you are born and the day you find out why"" -Mark Twain. 

Everybody has a talent, unique purpose and a calling, it is sometimes difficult to decipher this purpose but i have found out from the track record of great people that the only way to be SUSTAINABLY fulfilled and satisfied is to discover your purpose, engage in and build a career around it, money and other material benefits in your job will only bring satisfaction that can't stand the test of time. That is, it might be difficult if not impossible to get more from your job if that job isn't aligned with your purpose.

I suggest the best solution is to discover your purpose, which will help you to redefine your career path, Ask yourself this basic question:

1. What do i enjoy doing?
2. What do i do without getting tired?
3. What are the things i can do even without getting a pay?
4. What do i do so well that everybody commends?

However, in the process of changing your current job or career for a career that is aligned to your purpose or interest."
2014-12-23 09:58:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5952877692406755328,Congrats
2014-12-10 12:39:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5948077234626535424,Congrats!
2014-12-10 12:35:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5945565411549409280,Congrats!
2014-12-10 12:35:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5945565411549409280,Congrats!
2014-11-26 15:57:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5943084778134732800,Congrats!
2014-11-17 15:46:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5938007374039126017,Congrats!
2014-11-17 15:43:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5938974975225520128,Congrats!
2014-11-11 16:16:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5937655358544715777,Congrats!
2014-10-20 13:15:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5928545764799184896,"Oh Oh Oh, the answer is 21 chocolates. If you buy 15, exchange15 rappers for 5 chocolate making 20, you exchange another three rappers for 1. making 21."
2014-10-17 10:57:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5928545764799184896,15
2014-10-17 09:48:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5928557882244112405,"Congrats my name sake, wish u many more years of success.
"
2014-10-14 09:42:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5924450118639054848,56
2014-09-24 11:46:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5920034011987599360,Congrats!
2014-09-23 10:40:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5918428459654213632,Congrats!
2014-09-02 11:50:11,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2642255-5909620480834306048,Many thanks
2014-03-10 13:18:58,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2642255-5834590219789176835,"@Adeyemi please enlighten me on what NITAD is all about, you can pls help me send it to my email olunugaoladipupo@gmail.com. Thanks in anitcipation"
